Product,Type,Release Date,Process Size,TDP,Die Size,Transistors,Freq,Vendor
ATI Radeon HD 3870,GPU,11/19/07,55,106,192,666,777,ATI
NVIDIA GeForce GTX 1050 3 GB,GPU,5/21/18,14,75,132,3300,1392,NVIDIA
NVIDIA GeForce 8400 GS Rev. 2,GPU,12/4/07,65,25,86,210,567,NVIDIA
ATI Radeon HD 4850 X2,GPU,11/7/08,55,250,256,956,625,ATI
NVIDIA Quadro NVS 280 PCI,GPU,10/28/03,150,13,91,45,275,NVIDIA
NVIDIA GeForce 8700M GT,GPU,6/1/07,80,29,169,289,625,NVIDIA
Intel HD Graphics 5000,GPU,5/27/13,22,30,181,1300,200,Intel
NVIDIA Quadro P2000,GPU,2/6/17,16,75,200,4400,1076,NVIDIA
AMD Radeon Pro WX 4170 Mobile,GPU,3/1/17,14,50,123,3000,1002,AMD
NVIDIA GeForce GTX 560 OEM,GPU,11/29/11,40,150,520,3000,552,NVIDIA
NVIDIA Quadro M4000M,GPU,8/18/15,28,100,398,5200,975,NVIDIA
ATI FirePro M7820,GPU,5/1/10,40,50,166,1040,700,ATI
NVIDIA GeForce GT 1010,GPU,1/13/21,14,30,74,1800,1228,NVIDIA
NVIDIA GeForce 7800 GS 24Pipes AGP,GPU,2/2/06,110,75,333,302,425,NVIDIA
AMD Radeon R7 340 OEM,GPU,5/5/15,28,50,77,950,730,AMD
AMD Radeon HD 7750,GPU,2/15/12,28,55,123,1500,800,AMD
NVIDIA GeForce 7800 GT,GPU,8/11/05,110,65,333,302,400,NVIDIA
NVIDIA Quadro GP100,GPU,10/1/16,16,235,610,15300,1304,NVIDIA
ATI Radeon HD 5530,GPU,3/17/11,40,19,59,292,650,ATI
NVIDIA Tesla M60,GPU,8/30/15,28,300,398,5200,557,NVIDIA
ATI Xbox 360 E GPU,GPU,6/10/13,45,120,168,372,500,ATI
NVIDIA GeForce PCX 5750,GPU,2/17/04,130,50,125,82,425,NVIDIA
NVIDIA GeForce 9400 GT Rev. 3,GPU,6/13/12,40,50,57,260,589,NVIDIA
AMD Radeon Graphics 448SP,GPU,1/6/20,7,15,156,9800,400,AMD
NVIDIA Quadro K510M,GPU,7/23/13,28,30,87,1020,889,NVIDIA
AMD Radeon HD 8740 OEM,GPU,9/5/13,28,55,123,1500,800,AMD
NVIDIA GeForce 6800 Ultra,GPU,7/26/04,130,81,287,222,425,NVIDIA
NVIDIA Quadro FX 370 LP,GPU,11/6/08,65,25,86,210,540,NVIDIA
AMD Radeon HD 8670A,GPU,2/2/13,28,45,56,690,600,AMD
NVIDIA GeForce GT 740A,GPU,8/26/13,28,33,87,1020,980,NVIDIA
AMD Radeon HD 6950,GPU,12/14/10,40,200,389,2640,800,AMD
ATI Radeon DDR,GPU,4/1/00,180,23,115,30,166,ATI
NVIDIA Tesla K40m,GPU,11/22/13,28,245,561,7080,745,NVIDIA
NVIDIA GeForce RTX 2070 SUPER Max-Q,GPU,4/2/20,12,80,545,13600,930,NVIDIA
NVIDIA GeForce 510 OEM,GPU,9/29/11,40,25,79,292,523,NVIDIA
NVIDIA Quadro 5000 SDI,GPU,2/23/11,40,172,529,3100,513,NVIDIA
AMD Radeon HD 7660G IGP,GPU,5/15/12,32,35,246,1303,686,AMD
NVIDIA GeForce G105M,GPU,7/16/09,40,14,57,260,500,NVIDIA
NVIDIA Tesla P100 PCIe 16 GB,GPU,6/20/16,16,250,610,15300,1190,NVIDIA
ATI Radeon HD 4730 OEM,GPU,12/26/08,55,110,192,666,669,ATI
ATI FirePro V5800,GPU,4/26/10,40,74,166,1040,690,ATI
NVIDIA GeForce GT 745M,GPU,4/1/13,28,45,118,1270,837,NVIDIA
AMD FirePro 2270,GPU,1/31/11,40,15,59,292,600,AMD
NVIDIA Quadro P2000 Mobile,GPU,2/15/19,16,75,200,4400,1291,NVIDIA
NVIDIA Quadro FX 4800 Mac Edition,GPU,11/11/08,55,150,470,1400,602,NVIDIA
NVIDIA GeForce GTX 570,GPU,12/7/10,40,219,520,3000,732,NVIDIA
NVIDIA GeForce 845M,GPU,2/7/15,28,45,148,1870,863,NVIDIA
AMD Radeon HD 6450A,GPU,4/7/11,40,25,67,370,625,AMD
NVIDIA GeForce GT 320M,GPU,6/15/09,55,14,121,314,500,NVIDIA
NVIDIA GeForce 7950 GX2,GPU,6/5/06,90,110,196,278,500,NVIDIA
NVIDIA GeForce GTX 460 X2,GPU,3/11/11,40,160,332,1950,701,NVIDIA
AMD Radeon Vega 6 Mobile,GPU,1/8/18,14,15,210,4940,300,AMD
NVIDIA GeForce 8600M GS,GPU,5/1/07,80,20,127,210,450,NVIDIA
ATI Wii GPU,GPU,11/19/06,90,45,95,107,243,ATI
AMD Radeon HD 7670M Rebrand,GPU,7/1/12,40,20,104,716,600,AMD
AMD Radeon HD 6970M Mac Edition,GPU,8/25/11,40,75,212,1700,680,AMD
ATI Radeon HD 2600 XT AGP,GPU,6/28/07,55,45,135,378,722,ATI
ATI Mobility Radeon HD 3670,GPU,1/7/08,55,30,135,378,680,ATI
NVIDIA GeForce GT 520,GPU,4/13/11,40,29,79,292,810,NVIDIA
AMD Radeon Pro WX 8200,GPU,8/13/18,14,230,495,12500,1200,AMD
NVIDIA Quadro FX 1800,GPU,3/30/09,65,59,240,505,550,NVIDIA
ATI Radeon HD 2600 PRO AGP,GPU,6/28/07,65,35,153,390,594,ATI
AMD Radeon HD 8280 Mobile IGP,GPU,9/18/13,28,15,110,1178,450,AMD
AMD Radeon Pro 555,GPU,6/5/17,14,75,123,3000,850,AMD
ATI Radeon HD 5630,GPU,2/15/11,40,39,104,627,650,ATI
ATI Radeon X1550,GPU,1/1/07,90,27,100,107,500,ATI
AMD Radeon HD 6290,GPU,12/4/11,40,19,59,292,650,AMD
AMD Radeon E9260 MXM,GPU,9/27/16,14,50,123,3000,1090,AMD
NVIDIA GeForce GTX 690,GPU,5/3/12,28,300,294,3540,915,NVIDIA
ATI Radeon HD 4580,GPU,11/20/11,55,65,135,378,796,ATI
AMD Radeon E9560 PCIe,GPU,10/15/19,14,130,232,5700,1120,AMD
AMD Radeon Pro Vega 64X,GPU,3/19/19,14,250,495,12500,1250,AMD
AMD Radeon Vega 10 Mobile,GPU,4/8/19,14,15,210,4940,300,AMD
AMD Radeon RX 580 Mobile,GPU,4/18/17,14,100,232,5700,1000,AMD
NVIDIA Quadro Plex 7000,GPU,7/25/11,40,600,520,3000,574,NVIDIA
NVIDIA Quadro FX 580,GPU,4/9/09,55,40,121,314,450,NVIDIA
AMD Radeon HD 6510,GPU,5/14/11,40,39,118,716,650,AMD
ATI Radeon HD 4350 PCI,GPU,9/30/08,55,20,73,242,600,ATI
AMD Radeon HD 6970M Rebrand,GPU,1/4/11,40,75,166,1040,800,AMD
NVIDIA Quadro4 400 NVS PCI,GPU,7/16/04,150,18,65,29,220,NVIDIA
NVIDIA Quadro P520 Mobile,GPU,5/23/19,14,18,74,1800,1303,NVIDIA
NVIDIA Quadro K2000D,GPU,3/1/13,28,51,118,1270,954,NVIDIA
NVIDIA GeForce GTS 260M,GPU,6/15/09,40,38,144,727,550,NVIDIA
AMD Radeon Instinct MI100,GPU,11/16/20,7,300,750,50000,1000,AMD
ATI FireGL V5200,GPU,10/1/05,90,35,150,157,600,ATI
NVIDIA GeForce 9800M GTS,GPU,7/29/08,65,75,240,505,600,NVIDIA
NVIDIA GeForce GTX 780 Ti,GPU,11/7/13,28,250,561,7080,875,NVIDIA
ATI Radeon X1950 GT,GPU,1/29/07,80,57,230,330,500,ATI
NVIDIA Tesla V100 DGXS 32 GB,GPU,3/27/18,12,250,815,21100,1297,NVIDIA
AMD Radeon R9 M390X,GPU,5/5/15,28,75,366,5000,723,AMD
NVIDIA GeForce 810A,GPU,7/22/14,28,15,87,1020,719,NVIDIA
AMD Radeon Vega 3 Embedded,GPU,7/16/18,14,15,210,4940,300,AMD
NVIDIA GeForce GTX TITAN,GPU,2/19/13,28,250,561,7080,836,NVIDIA
ATI Radeon X1950 GT AGP,GPU,2/10/07,80,57,230,330,500,ATI
NVIDIA Quadro FX 370M,GPU,8/15/08,65,20,86,210,550,NVIDIA
ATI Radeon X800 XL,GPU,12/1/04,130,49,297,160,400,ATI
NVIDIA Quadro FX 5500,GPU,4/20/06,90,96,196,278,650,NVIDIA
NVIDIA Tesla K20s,GPU,2/18/13,28,225,561,7080,575,NVIDIA
AMD Radeon RX 590 GME,GPU,3/9/20,14,175,232,5700,1257,AMD
AMD Radeon HD 8400 Mobile IGP,GPU,11/23/13,28,25,110,1178,600,AMD
AMD Radeon R9 M395 Mac Edition,GPU,5/5/15,28,250,366,5000,834,AMD
NVIDIA ION,GPU,6/3/08,65,20,162,282,575,NVIDIA
NVIDIA GeForce GT 755M Mac Edition,GPU,11/8/13,28,50,118,1270,1085,NVIDIA
AMD Radeon Vega 3  Embedded,GPU,1/1/19,14,10,210,4940,300,AMD
AMD Radeon HD 6620G IGP,GPU,12/7/11,32,35,227,1178,444,AMD
NVIDIA GeForce GT 545 OEM,GPU,5/14/11,40,105,238,1170,871,NVIDIA
NVIDIA TITAN RTX,GPU,12/18/18,12,280,754,18600,1350,NVIDIA
ATI FireMV 2200 PCI,GPU,1/1/06,150,15,98,36,240,ATI
NVIDIA GeForce 9800M GTS,GPU,8/21/08,65,75,240,505,600,NVIDIA
NVIDIA GeForce 210 OEM,GPU,9/4/09,40,31,100,486,475,NVIDIA
ATI FireGL V3600,GPU,6/28/07,65,73,153,390,600,ATI
NVIDIA Quadro P500 Mobile,GPU,1/5/18,14,18,74,1800,1455,NVIDIA
AMD FireStream 9370,GPU,6/23/10,40,225,334,2154,825,AMD
NVIDIA GeForce 405 OEM,GPU,9/3/10,40,25,100,486,475,NVIDIA
NVIDIA GeForce GTX 760 X2,GPU,11/19/13,28,250,294,3540,1006,NVIDIA
NVIDIA GeForce GTX 1650,GPU,4/23/19,12,75,200,4700,1485,NVIDIA
AMD Radeon RX 6900 XT,GPU,10/28/20,7,300,520,26800,1825,AMD
NVIDIA CMP 40HX,GPU,2/25/21,12,185,445,10800,1470,NVIDIA
NVIDIA Quadro 2000M,GPU,1/13/11,40,55,238,1170,550,NVIDIA
Intel HD Graphics,GPU,10/1/12,22,45,94,392,350,Intel
AMD Radeon R2 Mobile Graphics,GPU,1/28/15,28,100,107,930,497,AMD
NVIDIA Quadro NVS 510M,GPU,8/21/06,90,35,196,278,450,NVIDIA
NVIDIA GeForce GTX 880M,GPU,3/12/14,28,122,294,3540,954,NVIDIA
ATI Mobility Radeon HD 545v,GPU,5/5/10,55,15,73,242,720,ATI
NVIDIA GeForce GTX 1050 Ti Mobile,GPU,1/3/17,14,75,132,3300,1493,NVIDIA
AMD Radeon Instinct MI60,GPU,11/18/18,7,300,331,13230,1200,AMD
AMD Stream Processor,GPU,1/1/06,90,165,352,384,594,AMD
AMD FirePro S10000 Passive,GPU,11/12/12,28,375,352,4313,825,AMD
NVIDIA Tesla X2070,GPU,7/25/11,40,225,520,3000,651,NVIDIA
AMD Radeon RX Vega 56,GPU,8/14/17,14,210,495,12500,1156,AMD
NVIDIA GeForce GT 520 PCI,GPU,4/13/11,40,29,79,292,810,NVIDIA
NVIDIA NVS 5200M,GPU,6/1/12,28,25,116,585,625,NVIDIA
NVIDIA NVS 5400M,GPU,6/1/12,40,35,116,585,660,NVIDIA
NVIDIA Quadro FX 540,GPU,8/9/04,110,25,154,146,300,NVIDIA
AMD Radeon HD 8490 OEM,GPU,7/23/13,40,35,67,370,875,AMD
NVIDIA GeForce GTX 1660 SUPER,GPU,10/29/19,12,125,284,6600,1530,NVIDIA
ATI Radeon E2400,GPU,6/28/07,65,25,85,180,600,ATI
ATI Radeon X1800 XT,GPU,10/1/05,90,113,288,321,600,ATI
AMD Radeon HD 7650M,GPU,1/7/12,40,20,104,716,450,AMD
ATI Mobility Radeon 7500,GPU,12/1/01,150,27,68,60,230,ATI
NVIDIA A10G,GPU,4/12/21,8,150,628,28300,1320,NVIDIA
ATI Radeon HD 4350 PCIe x1,GPU,9/30/08,55,20,73,242,600,ATI
NVIDIA GeForce GTX 1050,GPU,10/25/16,14,75,132,3300,1354,NVIDIA
AMD Radeon HD 6510,GPU,5/14/11,40,39,104,627,650,AMD
ATI Mobility Radeon HD 3410,GPU,7/25/08,55,7,67,181,400,ATI
AMD Radeon R9 M395X,GPU,5/5/15,28,75,366,5000,723,AMD
NVIDIA GeForce 320M,GPU,4/1/10,40,23,100,486,450,NVIDIA
NVIDIA Switch GPU 20nm,GPU,3/17/17,20,15,118,2000,384,NVIDIA
NVIDIA GeForce GT 230 OEM,GPU,4/27/09,55,75,260,754,500,NVIDIA
NVIDIA Tesla P6,GPU,3/24/17,16,90,314,7200,1012,NVIDIA
NVIDIA GeForce GTX 1080 Ti,GPU,3/10/17,16,250,471,11800,1481,NVIDIA
NVIDIA GeForce GT 330 OEM,GPU,2/2/10,65,75,324,754,500,NVIDIA
AMD Xbox One S GPU,GPU,8/2/16,16,95,240,5000,914,AMD
AMD Radeon RX 580X Mobile,GPU,4/11/18,14,100,232,5700,1000,AMD
NVIDIA GRID K520Q,GPU,7/2/14,28,225,294,3540,745,NVIDIA
NVIDIA GeForce 8200M G mGPU Intel,GPU,6/3/08,65,12,144,314,400,Intel
ATI Radeon X800 XT Platinum,GPU,3/1/04,130,63,289,160,520,ATI
NVIDIA GeForce GT 430,GPU,10/11/10,40,49,116,585,700,NVIDIA
AMD Radeon Vega 6 Embedded,GPU,5/10/18,14,15,210,4940,300,AMD
NVIDIA Tesla C2075,GPU,7/25/11,40,247,520,3000,574,NVIDIA
AMD Radeon RX 560X Mobile,GPU,4/11/18,14,65,123,3000,1275,AMD
ATI Radeon X1050,GPU,1/25/08,110,24,156,120,400,ATI
AMD FirePro S9150,GPU,8/7/14,28,235,438,6200,900,AMD
NVIDIA A100 PCIe,GPU,6/22/20,7,250,826,54200,765,NVIDIA
AMD Radeon R9 FURY,GPU,7/10/15,28,275,596,8900,1000,AMD
NVIDIA Quadro P3200 Max-Q,GPU,2/21/18,16,75,314,7200,1139,NVIDIA
ATI Mobility Radeon HD 5570,GPU,11/23/12,40,20,104,627,550,ATI
AMD Radeon RX 560,GPU,4/18/17,14,75,123,3000,1175,AMD
AMD Radeon R6 Mobile Graphics,GPU,9/17/14,28,17,245,2410,533,AMD
NVIDIA GeForce GTX 675MX,GPU,10/1/12,28,100,294,3540,654,NVIDIA
NVIDIA GeForce 945M,GPU,10/27/15,28,75,148,1870,928,NVIDIA
ATI FireGL V8600,GPU,5/14/07,80,159,420,720,688,ATI
ATI Radeon HD 4670 X2,GPU,9/10/08,55,118,146,514,750,ATI
AMD Radeon RX 560X Mobile,GPU,1/9/19,14,65,123,3000,1223,AMD
NVIDIA GeForce GT 420 OEM,GPU,9/3/10,40,50,116,585,700,NVIDIA
AMD Radeon Vega 8 Mobile,GPU,10/26/17,14,65,210,4940,300,AMD
AMD Radeon HD 8470D IGP,GPU,7/29/13,32,65,246,1303,800,AMD
NVIDIA Tesla K40t,GPU,11/22/13,28,245,561,7080,745,NVIDIA
NVIDIA GeForce RTX 2070 Mobile Refresh,GPU,3/4/20,12,115,445,10800,1260,NVIDIA
NVIDIA Quadro P620,GPU,2/1/18,14,40,132,3300,1266,NVIDIA
AMD Radeon RX 560X Mobile,GPU,4/11/18,14,65,123,3000,1275,AMD
AMD Radeon HD 6350M,GPU,11/26/10,40,7,59,292,500,AMD
AMD Radeon RX 5700,GPU,7/7/19,7,180,251,10300,1465,AMD
NVIDIA GRID M60-1Q,GPU,8/30/15,28,225,398,5200,557,NVIDIA
AMD Radeon HD 6330M,GPU,11/26/10,40,7,59,292,500,AMD
NVIDIA GeForce 7600 GT Mac Edition,GPU,9/2/06,90,40,125,177,560,NVIDIA
NVIDIA GeForce GT 650M Mac Edition,GPU,7/12/12,28,45,118,1270,900,NVIDIA
AMD Radeon HD 8330 Mobile IGP,GPU,8/13/13,28,15,110,1178,497,AMD
NVIDIA GeForce 8800 GS,GPU,1/31/08,65,105,324,754,550,NVIDIA
ATI Radeon HD 2900 GT,GPU,11/6/07,80,150,420,720,601,ATI
NVIDIA GeForce GTX 560M,GPU,5/30/11,40,75,238,1170,775,NVIDIA
AMD Radeon Pro 570X,GPU,3/18/19,14,150,232,5700,1000,AMD
NVIDIA Quadro FX 2800M,GPU,12/1/09,65,75,324,754,600,NVIDIA
NVIDIA GeForce GTX 770M,GPU,5/30/13,28,75,221,2540,706,NVIDIA
ATI Radeon X600 XT,GPU,9/1/04,130,25,92,75,500,ATI
AMD Radeon Pro V320,GPU,6/29/17,14,230,495,12500,852,AMD
ATI Radeon X800 PRO AGP,GPU,5/1/04,130,48,281,160,475,ATI
NVIDIA Quadro FX 1700M,GPU,10/1/08,65,50,144,314,625,NVIDIA
ATI Radeon HD 5570 OEM,GPU,2/9/10,40,39,104,627,550,ATI
ATI Mobility Radeon HD 4225 IGP,GPU,5/1/10,55,9,67,181,380,ATI
AMD Radeon HD 8510 OEM,GPU,7/23/13,40,60,118,716,650,AMD
NVIDIA Quadro FX 1300,GPU,8/9/04,130,55,207,135,350,NVIDIA
NVIDIA GeForce Go 6800 Ultra,GPU,2/24/05,130,89,225,222,450,NVIDIA
NVIDIA GeForce GT 610 PCIe x1,GPU,4/2/12,40,29,79,292,810,NVIDIA
NVIDIA GeForce GT 330 OEM,GPU,2/2/10,40,75,144,727,550,NVIDIA
NVIDIA GRID K120Q,GPU,7/2/14,28,130,118,1270,850,NVIDIA
NVIDIA Quadro K5000 SYNC,GPU,1/25/13,28,122,294,3540,706,NVIDIA
NVIDIA P106-100,GPU,6/19/17,16,120,200,4400,1506,NVIDIA
ATI Radeon HD 3850 X2,GPU,4/4/08,55,140,192,666,669,ATI
AMD FirePro A320,GPU,6/6/12,32,100,246,1303,800,AMD
ATI FirePro M5725,GPU,1/9/09,55,35,146,514,675,ATI
ATI Radeon HD 5690,GPU,2/1/11,40,64,104,627,775,ATI
ATI Radeon HD 3830,GPU,4/1/08,55,75,192,666,668,ATI
AMD Radeon HD 7490M,GPU,1/7/12,40,9,67,370,800,AMD
NVIDIA Quadro K6000 SDI,GPU,7/23/13,28,239,561,7080,902,NVIDIA
AMD Radeon HD 7590M,GPU,1/7/12,40,18,104,716,600,AMD
NVIDIA GeForce 8200,GPU,4/17/07,80,40,127,210,500,NVIDIA
ATI Radeon X1900 G5 Mac Edition,GPU,11/6/06,90,75,352,384,575,ATI
NVIDIA GeForce GT 220 OEM,GPU,10/12/09,40,58,144,727,506,NVIDIA
AMD Radeon RX Vega 11 Mobile,GPU,10/22/19,14,15,210,4940,300,AMD
NVIDIA GeForce 8300 GS,GPU,4/17/07,80,40,127,210,459,NVIDIA
NVIDIA Tesla V100 SXM3 32 GB,GPU,3/27/18,12,250,815,21100,1290,NVIDIA
NVIDIA GeForce 9800M GS,GPU,11/1/08,65,60,240,505,530,NVIDIA
AMD Radeon HD 6770M,GPU,1/4/11,40,35,104,716,725,AMD
AMD Radeon HD 6830M,GPU,1/4/11,40,39,166,1040,575,AMD
AMD Radeon HD 6530M,GPU,11/26/10,40,26,104,627,450,AMD
ATI Radeon HD 4750,GPU,9/9/09,40,100,137,826,730,ATI
NVIDIA GeForce GT 415 OEM,GPU,9/3/10,40,32,100,486,625,NVIDIA
NVIDIA GeForce GT 430 OEM,GPU,10/11/10,40,49,116,585,700,NVIDIA
NVIDIA GeForce GTX 460,GPU,7/12/10,40,160,332,1950,675,NVIDIA
ATI Radeon HD 3450 X2,GPU,12/10/07,55,50,67,181,600,ATI
AMD Radeon RX Vega M GL,GPU,2/1/18,14,65,208,5000,931,AMD
NVIDIA Quadro K2200M,GPU,7/19/14,28,65,148,1870,667,NVIDIA
AMD Radeon HD 7420G IGP,GPU,6/6/12,32,35,246,1303,480,AMD
ATI Radeon HD 5570,GPU,2/9/10,40,39,104,627,650,ATI
AMD Radeon HD 6450,GPU,4/7/11,40,18,67,370,625,AMD
NVIDIA GeForce GT 755M,GPU,6/25/13,28,50,118,1270,980,NVIDIA
NVIDIA Tesla P100 DGXS,GPU,4/5/16,16,300,610,15300,1328,NVIDIA
AMD Radeon RX 6800M,GPU,1/1/21,7,230,335,17200,2321,AMD
NVIDIA Quadro 400,GPU,4/5/11,40,32,100,486,450,NVIDIA
AMD Radeon Pro Vega 64,GPU,6/27/17,14,250,495,12500,1250,AMD
ATI Radeon X800 GTO,GPU,11/1/05,130,49,297,160,400,ATI
AMD Radeon 535 Mobile,GPU,4/18/17,28,50,125,1550,730,AMD
NVIDIA GeForce 9300M G,GPU,2/1/08,80,13,127,210,400,NVIDIA
AMD Radeon HD 7790,GPU,3/22/13,28,85,160,2080,1000,AMD
AMD Radeon RX 560 Mobile,GPU,1/5/17,14,65,123,3000,1090,AMD
NVIDIA Quadro NVS 140M,GPU,5/9/07,80,10,127,210,400,NVIDIA
NVIDIA GeForce GTX 260,GPU,6/16/08,65,182,576,1400,576,NVIDIA
NVIDIA GeForce GT 240,GPU,11/17/09,40,69,144,727,550,NVIDIA
NVIDIA GeForce GT 610,GPU,4/2/12,40,29,79,292,810,NVIDIA
ATI Mobility Radeon HD 5145,GPU,1/7/10,55,15,73,242,720,ATI
NVIDIA Quadro FX 1700 Mac Edition,GPU,9/27/08,80,42,169,289,520,NVIDIA
AMD Radeon 550X,GPU,3/27/19,14,50,103,2200,1082,AMD
NVIDIA Quadro K4000M,GPU,6/1/12,28,100,294,3540,601,NVIDIA
NVIDIA Tesla M2050,GPU,7/25/11,40,225,529,3100,575,NVIDIA
ATI Radeon VE PCI,GPU,2/19/01,180,23,115,30,183,ATI
NVIDIA GeForce RTX 3060,GPU,1/12/21,8,170,276,13250,1320,NVIDIA
NVIDIA Tesla M10,GPU,5/18/16,28,225,148,1870,1033,NVIDIA
NVIDIA GeForce GTX 760A,GPU,3/17/14,28,55,221,2540,628,NVIDIA
NVIDIA GeForce RTX 2060 Mobile,GPU,1/29/19,12,115,445,10800,960,NVIDIA
AMD FirePro W5000 DVI,GPU,2/25/13,28,75,212,2800,825,AMD
NVIDIA Quadro RTX 6000,GPU,8/13/18,12,260,754,18600,1440,NVIDIA
NVIDIA GeForce RTX 2070 SUPER,GPU,7/9/19,12,215,545,13600,1605,NVIDIA
ATI Radeon HD 2900 XT,GPU,5/14/07,80,215,420,720,743,ATI
NVIDIA GeForce 9600 GT Mac Edition,GPU,12/22/08,65,95,240,505,600,NVIDIA
ATI Radeon X800,GPU,12/1/04,110,30,240,160,400,ATI
ATI FirePro V7770,GPU,1/1/12,55,76,256,956,625,ATI
NVIDIA Quadro K500M,GPU,6/1/12,28,35,118,1270,850,NVIDIA
AMD Radeon R7 350,GPU,7/6/16,28,55,123,1500,800,AMD
AMD Radeon HD 7770M,GPU,4/24/12,28,32,123,1500,675,AMD
NVIDIA Tesla S870,GPU,5/2/07,90,800,484,681,600,NVIDIA
NVIDIA GeForce G103M,GPU,9/1/09,65,14,86,210,640,NVIDIA
AMD Radeon HD 6290 IGP,GPU,1/7/11,40,9,75,450,276,AMD
NVIDIA GeForce 9500 GT Rev. 2,GPU,7/29/08,65,50,144,314,600,NVIDIA
NVIDIA GeForce 705A,GPU,7/1/14,40,15,79,292,475,NVIDIA
NVIDIA ION,GPU,6/3/08,65,20,162,282,450,NVIDIA
ATI Radeon HD 3650,GPU,1/20/08,55,65,135,378,725,ATI
ATI Radeon X800 GTO AGP,GPU,10/1/05,130,49,297,160,400,ATI
AMD Radeon RX 550X 640SP,GPU,4/11/18,14,60,123,3000,1019,AMD
AMD Radeon RX 480,GPU,6/29/16,14,150,232,5700,1120,AMD
ATI FireMV 2260 PCIe x1,GPU,1/1/08,55,15,67,181,500,ATI
NVIDIA Quadro FX 3400,GPU,6/28/04,130,101,287,222,350,NVIDIA
NVIDIA Quadro NVS 150M,GPU,8/15/08,65,10,86,210,530,NVIDIA
NVIDIA GeForce 8400 SE,GPU,8/1/08,80,50,127,210,459,NVIDIA
ATI FirePro 2260 PCI,GPU,1/1/08,55,15,67,181,500,ATI
AMD FirePro W7000,GPU,6/13/12,28,150,212,2800,950,AMD
AMD Radeon Graphics 448SP,GPU,1/12/21,7,25,156,9800,300,AMD
NVIDIA GeForce 9600 GSO 512,GPU,10/23/08,65,90,240,505,650,NVIDIA
AMD Radeon Vega 3 Embedded,GPU,1/1/19,14,10,210,4940,300,AMD
NVIDIA Quadro 500M,GPU,2/22/11,40,35,116,585,700,NVIDIA
NVIDIA GeForce GTX 1650 Ti Mobile,GPU,4/2/20,12,50,200,4700,1350,NVIDIA
ATI Radeon 9800 XT,GPU,10/1/03,150,60,218,117,412,ATI
NVIDIA Quadro FX 4800,GPU,11/11/08,55,150,470,1400,602,NVIDIA
AMD FirePro D500,GPU,1/18/14,28,274,352,4313,725,AMD
AMD Radeon HD 6770,GPU,1/21/11,40,108,166,1040,850,AMD
NVIDIA GeForce 8100 + nForce 720a,GPU,4/17/07,80,40,127,210,500,NVIDIA
NVIDIA Tesla K20c,GPU,11/12/12,28,225,561,7080,706,NVIDIA
NVIDIA GeForce GT 730M,GPU,1/20/13,28,33,118,1270,725,NVIDIA
NVIDIA GeForce 7900 GS,GPU,5/1/06,90,49,196,278,450,NVIDIA
NVIDIA GeForce GT 140 OEM,GPU,3/10/09,55,105,196,505,650,NVIDIA
ATI Radeon HD 5550,GPU,2/9/10,40,39,104,627,550,ATI
ATI Radeon HD 4520,GPU,12/2/09,55,25,73,242,600,ATI
ATI Radeon HD 4860,GPU,9/9/09,55,130,282,959,700,ATI
NVIDIA Quadro K4100M,GPU,7/23/13,28,100,294,3540,706,NVIDIA
NVIDIA GeForce GT 750M Mac Edition,GPU,11/8/13,28,50,118,1270,926,NVIDIA
NVIDIA GeForce 800A,GPU,3/17/14,40,15,79,292,475,NVIDIA
ATI Radeon 9800 XT Mac Edition,GPU,3/14/04,150,60,218,117,412,ATI
NVIDIA GeForce GTX 280M,GPU,3/3/09,65,75,324,754,585,NVIDIA
NVIDIA Quadro FX 3600M,GPU,2/23/08,65,70,324,754,500,NVIDIA
NVIDIA Quadro RTX 8000,GPU,8/13/18,12,260,754,18600,1395,NVIDIA
AMD Radeon R9 390,GPU,6/18/15,28,275,438,6200,1000,AMD
NVIDIA GeForce 9600M GS,GPU,6/3/08,55,20,121,314,430,NVIDIA
ATI Radeon X1600,GPU,1/1/07,80,27,100,107,635,ATI
ATI Radeon HD 2600 XT,GPU,6/28/07,65,50,153,390,800,ATI
ATI Radeon HD 3870 X2,GPU,1/26/08,55,165,192,666,825,ATI
AMD Radeon Pro WX 4130 Mobile,GPU,3/1/17,14,50,123,3000,1002,AMD
NVIDIA GeForce GT 645M,GPU,10/1/12,28,32,118,1270,709,NVIDIA
NVIDIA GeForce GTX 850A,GPU,3/17/14,28,45,148,1870,902,NVIDIA
AMD Radeon RX 550 Mobile,GPU,7/2/17,14,50,103,2200,1100,AMD
NVIDIA Quadro FX 380M,GPU,1/7/10,40,25,57,260,606,NVIDIA
NVIDIA Quadro FX 4500,GPU,7/28/05,110,109,333,302,430,NVIDIA
AMD Radeon HD 7850M,GPU,4/24/12,28,40,123,1500,675,AMD
AMD Radeon HD 8550D IGP,GPU,5/23/13,32,65,246,1303,720,AMD
ATI Radeon X700 PRO AGP,GPU,9/1/04,110,33,156,120,425,ATI
NVIDIA GeForce 9400 GT,GPU,8/27/08,55,50,121,314,550,NVIDIA
AMD Radeon HD 7670M,GPU,2/17/12,40,20,104,716,600,AMD
NVIDIA GeForce 8800 GTS Core 112,GPU,11/19/07,90,150,484,681,500,NVIDIA
NVIDIA Quadro RTX 8000 Passive,GPU,8/13/18,12,260,754,18600,1230,NVIDIA
NVIDIA Tesla C1060,GPU,4/9/09,55,188,470,1400,610,NVIDIA
